"nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19"
30,5,240,2,1,1,1,1,1,3,2,1,8,8,1,0,1,1,"Yes",10,7,5,3,"No",1,5,1,10,2,"Yes",5,1,6,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,1,6,6,6,7,3,1,NA,NA,0,168,106,"No",10,"Female",61,"Legally married",6,"Yes"
30,3,NA,6,4,2,2,2,1,2,2,3,3,4,3,3,5,5,"Yes",6,7,1,2,"Yes",2,4,1,8,8,"Yes",6,2,6,"No","Yes","Yes",NA,"Yes","No","No",5,3,5,6,5,0,3,1,NA,NA,0,183,92,"No",5,"Male",67,NA,5,"Yes"
90,5,300,8,9,7,3,3,3,3,3,6,7,9,6,5,6,8,"Not eligible to vote",8,6,5,3,"No",4,4,1,9,8,"Yes",5,1,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,8,4,5,4,1,5,60,30,3,175,62,"No",9,"Male",19,NA,4,"Yes"
855,3,NA,7,5,5,2,3,2,2,2,7,7,8,8,7,8,8,"Yes",7,5,3,2,"No",3,3,2,7,7,"Yes",5,3,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,6,5,5,1,3,5,40,40,4,175,90,"No",7,"Male",78,NA,5,"Yes"
60,5,180,3,9,6,1,3,2,1,2,9,8,10,7,7,9,9,"Not eligible to vote",7,4,5,3,"No",3,5,1,10,8,"No",2,1,1,"No","Yes","No",2017,"No","No","No",1,2,10,2,2,7,3,6,30,20,3,186,93,"Yes",8,"Male",29,"Legally married",NA,"Yes"
90,5,30,5,5,4,3,1,2,1,2,5,3,4,5,5,0,7,"No",8,4,3,2,"No",3,4,1,4,3,"Yes",4,1,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,6,3,5,0,3,3,72,72,1,172,71,"No",7,"Male",78,"Legally married",5,"Yes"
60,1,NA,5,6,2,1,NA,1,NA,1,4,8,8,2,2,5,5,"Yes",8,5,1,1,"No",4,2,3,7,5,"Yes",8,1,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,2,8,5,5,0,1,1,NA,NA,0,168,76,"No",8,"Female",78,"Legally married",4,"Yes"
30,5,30,8,7,6,3,2,1,2,1,5,7,7,6,2,5,5,"Yes",7,4,2,2,"No",3,4,2,3,2,"No",0,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,6,6,5,7,2,6,13.2,26.4,1,165,66,"Yes",7,"Female",61,"Legally married",5,"Yes"
5,5,300,4,8,2,1,2,1,4,2,4,4,3,3,2,2,3,"Yes",5,6,3,2,"No",3,4,1,4,5,"Yes",6,2,6,"No","Yes","Yes",NA,"No","Yes","Yes",5,1,6,3,5,7,6,6,72.6,6.6,4,163,58,"No",4,"Female",28,NA,4,"No"
60,2,NA,5,8,5,3,3,3,2,3,4,6,7,3,3,5,6,"Yes",8,6,5,5,"No",3,3,NA,6,7,"No",7,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,6,5,6,0,3,5,13.2,10,3,169,88,"No",8,"Male",80,NA,4,"Yes"
10,5,120,5,2,8,1,2,1,2,1,2,2,3,0,0,4,3,"Yes",9,4,2,3,"Yes",3,2,3,7,8,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,7,7,7,1,1,5,10,10,2,176,92,"No",8,"Male",51,"Legally married",5,"Yes"
60,5,90,5,6,6,3,2,2,2,2,3,3,8,3,3,5,5,"Yes",6,4,4,2,"No",3,4,2,5,5,"No",5,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,7,5,3,4,1,6,20,20,1,180,79,"No",7,"Male",55,NA,5,"Yes"
30,5,300,8,8,8,1,3,2,1,1,3,6,6,5,5,6,6,"Not eligible to vote",8,6,3,3,"No",4,5,1,5,5,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,2,7,2,5,4,1,1,NA,NA,0,174,50,"No",8,"Male",15,NA,4,"Yes"
10,5,240,6,6,5,1,1,3,2,4,6,8,8,3,2,4,2,"Not eligible to vote",6,4,6,4,"No",4,5,1,7,3,"No",1,1,1,"No","No","No",2017,"Yes","No","No",8,3,7,7,7,4,1,4,20,122.6,3,177,82,"No",7,"Male",29,NA,3,"Yes"
180,5,240,3,7,4,3,2,2,2,1,4,4,7,5,5,4,4,"Yes",8,6,5,3,"No",3,3,1,7,4,"Yes",7,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,7,3,5,0,3,3,26.4,98.4,1,170,67,"No",7,"Male",69,"Legally married",6,"Yes"
30,5,180,9,9,7,2,3,1,2,1,5,5,3,7,7,6,3,"Yes",9,7,3,4,"No",4,4,1,3,8,"Yes",0,3,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,5,7,5,5,1,1,7,9.6,9.6,2,190,72,"Yes",9,"Male",26,"Living with my partner - legally recognised",4,"Yes"
60,5,90,6,7,8,3,3,2,2,2,5,5,6,5,5,5,5,"Yes",8,6,4,3,"No",3,3,1,7,5,"Yes",5,3,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,7,6,5,3,3,3,13.2,13.2,1,160,86,"No",8,"Female",74,NA,4,"Yes"
60,2,NA,7,7,5,3,2,2,2,3,7,8,5,7,6,6,7,"Yes",10,5,3,3,"Yes",4,4,1,8,9,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","No",8,4,10,5,7,6,3,6,22.8,22.8,4,185,83,"No",9,"Male",39,"Living with my partner - not legally recognised",6,"Yes"
90,5,60,2,5,7,2,2,2,2,2,6,5,7,3,3,7,7,"Yes",9,6,1,3,"No",3,5,1,5,5,"No",4,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,4,8,6,5,7,2,6,0,125.6,2,179,86,"No",9,"Male",62,"Legally married",5,"Yes"
120,5,720,0,0,0,3,2,5,1,3,0,0,0,2,0,0,8,"Yes",5,2,0,1,"Yes",3,1,2,10,0,"No",0,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",0,3,5,3,5,7,6,6,13.2,52.8,3,175,80,"No",10,"Male",53,NA,5,"No"
180,5,480,6,7,4,4,3,3,3,3,7,8,8,4,4,5,6,"Yes",8,7,6,4,"No",3,2,3,8,8,"Yes",5,3,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,3,8,6,4,1,2,6,54,54,4,176,103,"No",7,"Male",58,"Living with my partner - not legally recognised",5,"Yes"
105,5,270,4,6,5,3,3,2,3,1,7,8,8,5,5,5,6,"Yes",9,6,4,3,"No",3,3,2,8,6,"Yes",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,8,3,5,5,1,1,NA,NA,0,152,67,"No",8,"Female",53,"Legally married",5,"Yes"
611,5,90,7,6,4,2,2,2,2,2,6,6,6,6,6,6,6,"Yes",9,6,4,3,"No",4,5,1,7,6,"No",5,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,6,5,5,2,3,5,0,49.2,2,177,70,"No",8,"Female",46,"Legally married",6,"Yes"
60,5,60,0,0,0,2,1,1,1,2,3,2,9,2,2,3,7,"Yes",8,7,4,3,"Yes",2,4,2,8,8,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","No",10,5,8,6,5,7,5,2,0,10,1,168,NA,"Yes",10,"Female",67,NA,6,"Yes"
15,5,120,8,9,8,4,3,1,4,1,9,9,9,7,7,6,7,"Yes",8,5,4,3,"No",3,5,1,8,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,2,9,5,5,2,1,4,23.2,23.2,1,NA,NA,"No",9,"Male",23,NA,6,"Yes"
60,5,180,5,7,3,2,2,3,2,3,5,3,7,5,5,6,5,"Yes",4,4,3,1,"Yes",3,2,3,8,8,"No",2,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",6,3,7,5,5,0,5,3,13.2,10,2,168,65,"No",3,"Female",51,"Legally married",5,"Yes"
60,5,180,3,6,6,4,2,4,1,4,0,7,7,0,0,0,4,"Yes",9,7,1,2,"No",2,3,1,0,0,"Yes",2,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",6,4,2,4,5,4,3,5,42.2,26.4,1,176,88,"No",7,"Male",55,"Legally married",6,"Yes"
30,5,210,6,6,3,3,3,2,2,2,4,6,6,4,4,5,5,"Yes",7,5,4,4,"Yes",3,4,1,6,6,"No",2,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,7,3,5,2,2,5,50,80,2,175,81,"No",7,"Male",57,"Legally married",3,"Yes"
60,3,NA,2,8,4,2,2,1,1,2,7,7,6,5,5,8,8,"Yes",8,4,1,3,"No",4,4,1,9,7,"Yes",9,4,3,"No","Yes","Yes",NA,"Yes","No","Yes",6,3,4,6,5,2,1,2,0,111.6,1,158,49,"No",8,"Female",70,NA,5,"Yes"
120,5,30,5,7,5,4,2,4,5,4,8,8,6,6,3,7,8,"No",10,6,6,4,"No",4,4,1,9,9,"No",0,1,1,"No","No","No",2007,"Yes","No","No",10,5,9,5,5,5,2,1,NA,NA,0,160,60,"Yes",10,"Female",79,"Legally married",5,"Yes"
60,5,480,7,7,5,3,3,3,3,3,7,7,8,5,3,6,7,"Yes",8,4,3,2,"No",3,5,1,5,4,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,4,8,5,5,2,1,5,10,13.2,1,179,80,"No",8,"Male",61,"Legally married",5,"Yes"
0,5,120,7,6,6,2,2,2,2,2,2,7,8,3,2,3,5,"Yes",6,7,3,2,"Yes",3,4,1,7,6,"No",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,2,7,2,5,3,6,6,142.6,190,4,186,85,"No",6,"Male",33,NA,4,"Yes"
5,5,300,6,7,6,3,3,2,3,2,6,7,7,7,5,7,6,"Not eligible to vote",8,7,6,3,"Yes",3,4,1,8,7,"No",2,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",10,4,9,4,5,4,2,6,13.2,20,4,180,68,"No",8,"Male",23,NA,4,"Yes"
30,4,90,8,8,6,2,3,3,3,3,6,7,7,6,6,7,6,"Yes",8,4,4,4,"No",3,4,1,8,7,"No",7,3,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,6,5,4,7,1,5,10,42,4,176,82,"No",8,"Male",35,NA,4,"Yes"
10,5,90,6,3,1,2,1,3,1,3,1,1,6,1,1,0,3,"Yes",8,4,4,3,"No",4,5,2,7,3,"No",0,1,1,"No","Yes","Yes",NA,"No","Yes","Yes",8,4,6,6,6,5,3,3,26.4,26.4,1,161,68,"Yes",5,"Female",50,NA,6,"Yes"
10,5,90,4,5,5,2,1,2,1,2,1,1,8,1,1,1,5,"Yes",8,3,2,2,"No",2,4,1,8,5,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,6,3,6,0,2,2,6.6,13.2,2,172,74,"No",7,"Female",36,"Legally married",5,"Yes"
30,5,240,7,7,7,2,1,1,1,1,3,2,7,3,3,2,3,"Yes",9,6,3,3,"Yes",2,4,1,9,7,"No",7,1,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",0,2,8,6,6,7,3,5,0,26.4,2,159,63,"No",8,"Female",61,"Legally married",5,"Yes"
30,5,240,5,5,3,4,1,4,2,3,7,5,4,2,0,7,6,"Yes",7,5,6,4,"No",3,3,2,10,10,"Yes",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",10,5,5,4,6,6,1,1,NA,NA,0,187,83,"No",5,"Male",59,"Legally married",4,"Yes"
60,5,45,5,7,6,3,2,1,2,2,2,3,6,5,4,3,2,"Yes",8,4,3,2,"No",2,3,2,7,5,"Yes",7,4,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,8,6,5,7,3,7,85.2,85.2,1,179,90,"No",8,"Male",78,"Legally married",5,"Yes"
5,4,60,5,6,4,1,1,1,2,1,5,5,6,3,3,1,1,"Yes",8,6,4,3,"No",2,3,1,5,2,"No",7,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,8,5,5,7,1,1,NA,NA,0,153,70,"No",9,"Female",70,"Legally married",NA,"Yes"
60,5,480,2,7,7,3,2,1,1,1,5,8,9,2,3,5,7,"Not eligible to vote",5,7,2,1,"No",2,5,1,9,6,"No",7,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,2,3,6,5,7,1,2,13.2,0,1,177,63,"No",5,"Male",19,NA,6,"Yes"
25,4,180,6,7,3,2,2,1,3,4,7,6,4,3,3,7,5,"Yes",7,4,3,3,"No",4,4,3,7,8,"No",0,1,1,"No","Yes","Yes",NA,"Yes","No","Yes",8,2,8,5,4,0,1,7,85.2,98.4,2,178,76,"No",5,"Male",29,NA,3,"Yes"
120,5,480,7,8,7,4,5,5,5,5,10,8,8,8,8,8,6,"Yes",8,5,4,4,"No",4,5,1,10,10,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,10,4,5,3,3,6,9.8,20,1,187,86,"No",8,"Male",52,"Legally married",4,"Yes"
60,5,120,5,6,5,3,3,3,3,3,8,8,7,7,7,8,8,"Yes",8,6,4,4,"No",3,4,1,7,8,"No",4,1,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,7,5,5,3,1,5,19.8,33,3,167,70,"No",8,"Female",51,"Legally married",4,"Yes"
45,5,600,8,7,8,4,1,4,2,3,3,3,8,2,2,6,2,"Yes",8,3,3,2,"No",4,4,2,8,9,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,5,5,6,5,2,1,4,0,9.6,2,180,85,"No",8,"Male",56,"Legally married",5,"Yes"
60,3,NA,5,9,7,4,2,3,3,3,7,7,7,7,7,7,7,"Yes",8,4,3,3,"No",3,5,1,8,8,"Yes",5,3,4,"No","Yes","No",1960,"Yes","Yes","Yes",8,3,8,6,6,1,3,5,0,13.2,1,170,60,"No",8,"Female",84,"Living with my partner - not legally recognised",4,"Yes"
40,5,360,6,7,5,3,1,3,1,2,6,6,7,4,4,6,7,"Yes",8,7,3,3,"No",3,5,1,8,7,"No",6,3,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,8,5,6,7,1,2,0,26.4,2,171,64,"No",8,"Female",41,NA,4,"Yes"
10,5,300,5,7,3,2,3,2,3,2,6,6,5,7,7,2,3,"Yes",8,4,2,2,"No",3,4,1,7,7,"Yes",10,2,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,3,7,3,5,2,3,5,0,26.4,1,165,83,"No",8,"Female",50,NA,5,"No"
150,5,240,3,5,2,2,2,1,1,2,4,5,5,3,3,6,6,"Yes",6,4,2,1,"Yes",3,2,3,9,9,"No",0,1,1,"Yes","Yes","Yes",NA,"No","Yes","Yes",6,3,3,4,5,0,3,1,NA,NA,0,168,79,"No",2,"Female",67,"Legally married",2,"Yes"
5,5,720,6,6,5,2,3,3,3,3,7,8,7,5,5,6,4,"Yes",8,3,3,2,"No",4,4,2,6,6,"No",0,1,1,"No","Yes","No",2004,"Yes","No","No",7,4,6,7,7,4,3,3,0,20,1,170,79,"No",8,"Female",49,"Legally married",4,"Yes"
30,4,30,8,8,9,1,3,2,2,1,8,6,8,9,9,8,8,"Yes",7,4,3,3,"No",3,4,1,7,5,"Yes",8,3,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,6,5,5,7,3,7,9.6,0,1,180,83,"No",7,"Male",79,"Legally married",4,"Yes"
60,5,540,5,8,4,2,NA,2,NA,2,8,9,7,6,6,9,8,"No",9,6,4,2,"Yes",3,4,1,10,10,"No",0,1,1,"No","Yes","No",2011,"Yes","No","No",9,4,8,6,6,5,3,5,9.6,10,1,159,51,"No",9,"Female",48,"Legally married",4,"Yes"
90,1,NA,4,5,5,4,2,3,2,3,6,5,7,5,4,6,6,"Yes",8,5,3,3,"No",4,3,3,6,7,"No",5,1,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,4,8,4,4,1,3,1,NA,NA,0,172,97,"No",7,"Male",70,"Legally married",4,"Yes"
20,5,300,5,7,5,2,2,2,4,2,5,5,7,3,3,3,7,"Yes",8,6,4,3,"No",4,4,1,8,6,"Yes",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,2,8,5,5,3,1,5,11.5,39.6,4,200,130,"No",8,"Male",33,"Living with my partner - legally recognised",5,"Yes"
60,1,NA,2,6,7,2,2,1,1,1,7,7,2,7,6,5,5,"Yes",9,6,2,1,"No",2,4,3,9,2,"Yes",10,5,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,7,5,5,0,1,2,72,NA,1,165,65,"No",8,"Female",84,NA,5,"Yes"
5,5,150,5,6,3,2,1,3,1,3,0,1,1,1,1,2,4,"No",4,4,3,4,"No",3,3,1,2,2,"Yes",2,2,5,"Yes","Yes","No",1990,"No","No","No",2,3,1,5,5,0,1,5,23.2,152,3,162,52,"Yes",4,"Female",24,NA,6,"No"
40,5,195,6,6,4,2,1,2,2,3,6,7,4,5,5,7,7,"Yes",8,7,4,3,"No",3,4,2,8,8,"Yes",8,3,7,"Yes","Yes","Yes",NA,"No","No","No",7,3,6,5,4,4,1,1,NA,NA,0,158,61,"No",7,"Female",41,"Legally married",4,"Yes"
15,5,300,7,7,4,3,2,4,2,4,0,2,3,2,2,0,3,"Yes",7,6,3,3,"No",3,2,2,3,2,"Yes",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,6,5,5,7,1,1,NA,NA,0,NA,NA,"No",7,"Female",47,"Legally married",4,"Yes"
90,1,NA,5,7,6,3,2,1,2,1,3,5,5,3,4,4,6,"Yes",8,3,3,1,"No",1,4,3,7,5,"Yes",7,2,7,NA,"Yes","Yes",NA,"No","Yes","Yes",2,1,5,3,3,0,2,2,18,18,1,164,95,"Yes",7,"Female",76,NA,5,"Yes"
90,5,120,5,4,3,3,2,2,1,2,8,2,8,1,2,1,4,"Yes",8,4,1,2,"No",3,4,1,7,2,"Yes",5,5,6,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",8,3,8,2,6,3,3,2,0,72,1,160,72,"No",8,"Female",76,"Legally married",5,"Yes"
15,5,240,5,7,7,2,2,2,2,2,3,5,7,3,3,3,3,"Yes",8,4,4,3,"No",3,4,1,3,2,"No",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,8,5,4,3,4,6,40,100,4,175,60,"No",8,"Male",32,NA,4,"Yes"
15,5,120,5,6,6,2,2,1,2,1,NA,NA,9,NA,7,NA,7,"Not eligible to vote",9,2,2,2,"No",3,5,1,7,8,"No",5,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,8,3,4,4,1,4,30,10,2,180,83,"No",NA,"Male",17,NA,NA,"Yes"
60,5,600,7,7,4,3,3,3,3,4,6,7,10,5,6,7,7,"Yes",9,6,3,2,"No",2,4,1,9,7,"No",7,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,5,9,5,5,2,1,6,26.4,22.8,2,171,65,"No",9,"Female",43,"Legally married",3,"Yes"
15,5,360,3,5,4,1,3,2,2,1,5,NA,8,NA,NA,NA,NA,"Not eligible to vote",4,7,2,1,"No",2,4,1,5,8,"No",0,1,1,"No","Yes","No",2017,"Yes","No","Yes",3,2,9,5,5,6,1,1,NA,NA,0,163,46,"Yes",5,"Female",16,NA,5,"Yes"
60,5,150,6,8,2,4,3,3,2,3,6,8,6,4,5,7,6,"Yes",9,4,3,4,"No",3,4,1,8,7,"No",2,1,1,"Yes","No","Yes",NA,"Yes","No","No",9,4,9,6,5,6,3,5,0,42.8,2,162,62,"No",8,"Female",55,"Living with my partner - legally recognised",5,"Yes"
30,5,60,1,7,0,1,1,1,1,1,4,1,7,0,2,4,0,"Yes",5,5,4,3,"No",3,3,2,8,8,"No",3,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",0,2,7,4,4,0,2,4,19.2,39.6,4,169,60,"No",8,"Male",79,NA,6,"Yes"
0,4,180,4,7,8,1,2,2,2,3,0,0,4,0,5,NA,7,"Not eligible to vote",9,6,2,3,"Yes",3,5,2,7,2,"No",0,3,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,8,4,5,0,1,5,58.4,63.2,4,171,58,"No",9,"Male",20,NA,4,"Yes"
45,5,60,5,4,6,1,3,1,2,1,2,0,3,0,0,5,7,"Yes",7,4,1,1,"No",4,1,3,6,5,"No",0,1,1,"No","Yes","Yes",NA,"No","Yes","Yes",8,3,7,1,1,3,6,7,100,100,5,165,45,"No",8,"Male",59,"Living with my partner - legally recognised",6,"Yes"
15,5,300,7,7,6,2,2,1,2,1,7,8,9,5,5,7,7,"Not eligible to vote",10,4,5,3,"Yes",3,4,1,7,8,"Yes",7,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,8,5,6,0,1,5,0,80,4,168,52,"No",10,"Female",17,NA,4,"Yes"
30,5,240,7,7,6,2,3,2,3,1,6,8,8,7,7,7,8,"Not eligible to vote",8,5,3,4,"No",3,4,1,9,9,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,8,5,5,7,1,3,40,80,3,175,80,"No",7,"Male",18,NA,4,"Yes"
90,5,510,8,7,7,3,2,4,2,4,8,7,7,6,5,5,7,"Yes",9,7,3,4,"No",3,4,1,9,8,"Yes",8,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,10,5,5,0,3,6,0,39.6,1,168,52,"No",10,"Female",60,NA,1,"Yes"
240,1,NA,7,8,4,1,1,1,1,1,5,8,9,8,5,7,NA,"Yes",7,2,2,3,"No",2,3,2,5,NA,"Yes",7,3,3,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,5,6,6,0,3,1,NA,NA,0,164,85,"No",7,"Male",78,"Legally married",4,"Yes"
150,4,180,5,6,5,3,2,2,4,3,6,8,7,7,5,5,4,"Yes",6,4,1,4,"Yes",3,4,1,7,5,"Yes",9,5,7,"No","Yes","No",1985,"No","No","No",5,3,6,6,5,0,1,2,13.2,13.2,1,170,82,"No",5,"Male",68,"Legally married",5,"Yes"
0,5,480,5,4,2,1,2,1,2,1,2,2,5,4,4,5,2,"Yes",5,2,0,1,"No",4,3,3,9,3,"Yes",8,1,4,"Yes","Yes","Yes",NA,"No","No","Yes",10,2,3,3,4,5,5,1,NA,NA,0,163,60,"No",4,"Female",37,NA,5,"No"
30,3,NA,5,5,5,3,2,2,2,2,5,3,6,6,5,NA,NA,"Yes",7,5,2,3,"No",3,4,1,6,3,"No",2,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,7,6,5,2,3,6,26.4,26.4,1,178,100,"No",7,"Male",71,"Legally married",3,"Yes"
30,5,300,5,4,4,3,4,4,3,3,6,7,8,8,6,6,7,"Not eligible to vote",7,5,4,3,"No",4,5,1,9,9,"Yes",9,2,6,"No","No","No",2019,"No","No","No",8,3,7,6,6,0,1,1,NA,NA,0,159,45,"Yes",7,"Female",18,NA,3,"No"
60,5,420,5,6,7,2,2,3,3,2,6,7,7,5,4,7,8,"No",8,7,4,3,"No",2,5,1,6,4,"Yes",7,4,6,"No","Yes","Yes",NA,"Yes","Yes","No",7,4,6,4,4,7,1,2,0,10,1,170,56,"No",7,"Female",16,NA,4,"Yes"
60,5,360,6,7,5,1,1,1,1,1,6,8,7,NA,7,8,8,"Yes",7,6,4,1,"No",2,2,3,8,10,"Yes",9,3,5,"No","Yes","No",1987,"No","No","No",2,3,7,4,4,0,3,2,0,9.8,1,172,82,"Yes",5,"Male",53,"Legally married",6,"No"
20,5,660,7,6,5,2,3,3,4,4,4,7,5,4,3,7,6,"Yes",8,4,4,3,"No",3,4,1,3,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,8,4,5,3,5,4,12.3,40,2,170,60,"No",8,"Male",27,"Living with my partner - legally recognised",3,"Yes"
150,5,150,7,7,7,4,2,3,1,3,3,5,7,1,1,1,3,"Yes",9,6,4,3,"No",4,5,1,2,3,"Yes",4,1,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,7,4,5,4,3,6,30,26.4,1,177,73,"No",8,"Male",45,"Living with my partner - legally recognised",3,"Yes"
120,5,600,7,8,4,2,3,2,1,2,4,3,5,3,3,5,6,"Yes",8,6,5,3,"No",4,4,1,2,4,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,7,5,6,5,1,2,0,6.6,1,176,73,"No",8,"Female",27,"Living with my partner - not legally recognised",5,"Yes"
300,5,480,7,5,8,3,2,2,3,1,2,2,6,5,4,6,3,"No",7,6,4,1,"Yes",3,4,1,3,5,"No",8,1,5,"Yes","Yes","Yes",NA,"No","Yes","Yes",7,4,6,6,6,5,3,4,32.6,150.7,3,174,56,"No",4,"Female",21,NA,NA,"No"
60,5,300,5,6,2,2,3,3,3,3,5,4,4,3,3,3,2,"Yes",7,5,3,3,"No",3,4,1,6,6,"Yes",9,6,6,"No","No","No",1997,"Yes","No","No",3,3,10,3,5,0,6,3,0,58.8,2,170,65,"No",5,"Male",51,"Legally married",5,"Yes"
30,5,360,7,5,8,4,2,2,3,2,7,9,9,9,5,10,10,"Yes",9,6,4,3,"No",4,5,1,10,8,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,10,2,5,7,1,5,13.2,26.4,2,180,75,"No",9,"Male",24,"Living with my partner - not legally recognised",4,"Yes"
90,5,720,5,6,5,1,2,1,1,1,6,10,10,10,10,10,10,"No",6,3,4,4,"Yes",3,4,2,5,5,"No",6,4,6,"No","No","No",2013,"Yes","No","No",5,3,6,5,5,3,1,1,NA,NA,0,165,60,"No",7,"Male",38,"Legally married",5,"No"
30,4,60,1,9,5,3,1,1,1,1,0,4,7,4,4,3,5,"Yes",8,3,2,1,"No",4,4,3,10,7,"Yes",10,1,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,2,5,5,6,1,3,5,23.2,56.6,1,162,80,"Yes",5,"Female",88,NA,6,"Yes"
60,2,NA,7,8,8,2,3,1,1,2,7,5,8,5,5,5,5,"Yes",9,5,3,3,"No",3,4,1,7,6,"Yes",8,4,4,"No","Yes","Yes",NA,"Yes","No","Yes",6,3,8,6,6,1,1,5,26.4,13.2,3,156,70,"No",9,"Female",72,"Legally married",5,"Yes"
60,5,0,8,8,7,4,3,3,3,2,5,7,8,5,5,5,7,"Yes",8,6,6,2,"No",4,4,1,7,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,8,7,5,7,1,5,0,19.8,1,180,80,"No",7,"Male",60,"Legally married",6,"Yes"
60,5,230,0,6,2,1,2,1,1,1,0,2,5,0,0,0,0,"No",8,4,3,1,"No",3,5,1,5,5,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",2,1,8,3,5,1,2,7,98.4,20,3,170,58,"No",8,"Female",64,"Living with my partner - not legally recognised",5,"Yes"
15,3,NA,8,7,6,2,3,2,2,2,5,7,8,5,7,7,8,"Not eligible to vote",8,7,4,2,"Yes",3,4,1,0,2,"Yes",2,3,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,2,6,3,5,7,4,6,150,100,4,178,75,"No",8,"Male",18,NA,3,"Yes"
